チーム,背番号,選手,生年月日,ポジション,投打,出身,年俸,,,年齢,,2026,中日,横浜,巨人,阪神,ヤクルト,広島,ソフトバンク,日本ハム,楽天,西武,ロッテ,オリックス,OB,,パワプロ
楽天,197,蕭 齊,2006.01.04,投手,,,300,2006,01,20,01,,,,,,,,,,,,,,,,
楽天,122,島原 大河,2002.02.22,捕手,,,250,2002,02,24,02,,,,,,,,,,,,,,,,
楽天,133,中沢 匠磨,2003.08.06,投手,,,250,2003,08,23,08,,,,,,,,,,,,,,,,
楽天,134,金子 京介,2004.01.18,内野手,,,250,2004,01,22,01,,,,,,,,,,,,,,,,
楽天,129,大坪 梓恩,2004.02.02,外野手,,,250,2004,02,22,02,,,,,,,,,,,,,,,,
楽天,126,幌村 黛汰,2004.08.08,外野手,,,250,2004,08,22,08,,,,,,,,,,,,,,,,
楽天,132,岸本 佑也,2007.01.30,内野手,,,250,2007,01,19,01,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
OB,,村山 実,1985,投手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,江夏 豊,1962,投手,,,,1962,,78,,,,,,,,,,,,,,,,,
OB,,井川 慶,1990,投手,,,,1990,,50,,,,,,,,,,,,,,,,,
OB,,藪 恵壹,1987,投手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,小林 繁,1987,投手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,藤浪 晋太郎,1978,投手,,,,1978,,62,,,,,,,,,,,,,,,,,
OB,,能見 篤史,1995,投手,,,,1995,,45,,,,,,,,,,,,,,,,,
OB,,久保田 智之,1991,投手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,小山 正明,1953,投手,,,,1953,,87,,,,,,,,,,,,,,,,,
OB,,遠山 奬志,1964,投手,,,,1964,,76,,,,,,,,,,,,,,,,,
OB,,ウィリアムス,1988,投手,,,,1988,,52,,,,,,,,,,,,,,,,,
OB,,藤川 球児,1988,投手,,,,1988,,52,,,,,,,,,,,,,,,,,
OB,,田淵 幸一,1974,捕手,,,,1974,,66,,,,,,,,,,,,,,,,,
OB,,バース,2000,内野手,,,,2000,,40,,,,,,,,,,,,,,,,,
OB,,岡田 彰布,1996,内野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,掛布 雅之,1952,内野手,,,,1952,,88,,,,,,,,,,,,,,,,,
OB,,鳥谷 敬,1983,内野手,,,,1983,,57,,,,,,,,,,,,,,,,,
OB,,金本 知憲,1971,外野手,,,,1971,,69,,,,,,,,,,,,,,,,,
OB,,赤星 憲広,1989,外野手,,,,1989,,51,,,,,,,,,,,,,,,,,
OB,,真弓 明信,1998,外野手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,今岡 誠,1992,内野手,,,,1992,,48,,,,,,,,,,,,,,,,,
OB,,矢野 輝弘,1956,捕手,,,,1956,,84,,,,,,,,,,,,,,,,,
OB,,藤田 平,1956,内野手,,,,1956,,84,,,,,,,,,,,,,,,,,
OB,,和田 豊,2000,内野手,,,,2000,,40,,,,,,,,,,,,,,,,,
OB,,藤村 富美男,1973,内野手,,,,1973,,67,,,,,,,,,,,,,,,,,
OB,,吉田 義男,2005,内野手,,,,2005,,35,,,,,,,,,,,,,,,,,
OB,,八木 裕,1991,内野手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,川藤 幸三,1946,外野手,,,,1946,,94,,,,,,,,,,,,,,,,,
OB,,桧山 進次郎,1989,外野手,,,,1989,,51,,,,,,,,,,,,,,,,,
OB,,北別府 学,1975,投手,,,,1975,,65,,,,,,,,,,,,,,,,,
OB,,川口 和久,1964,投手,,,,1964,,76,,,,,,,,,,,,,,,,,
OB,,大野 豊,1996,投手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,黒田 博樹,1967,投手,,,,1967,,73,,,,,,,,,,,,,,,,,
OB,,佐々岡 真司,1971,投手,,,,1971,,69,,,,,,,,,,,,,,,,,
OB,,前田 健太,1951,投手,,,,1951,,89,,,,,,,,,,,,,,,,,
OB,,外木場 義郎,1961,投手,,,,1961,,79,,,,,,,,,,,,,,,,,
OB,,永川 勝浩,1972,投手,,,,1972,,68,,,,,,,,,,,,,,,,,
OB,,小林 幹英,1971,投手,,,,1971,,69,,,,,,,,,,,,,,,,,
OB,,江夏 豊,1951,投手,,,,1951,,89,,,,,,,,,,,,,,,,,
OB,,横山 竜士,1997,投手,,,,1997,,43,,,,,,,,,,,,,,,,,
OB,,津田 恒実,1997,投手,,,,1997,,43,,,,,,,,,,,,,,,,,
OB,,達川 光男,1997,捕手,,,,1997,,43,,,,,,,,,,,,,,,,,
OB,,新井 貴浩,1990,内野手,,,,1990,,50,,,,,,,,,,,,,,,,,
OB,,菊池 涼介,1994,内野手,,,,1994,,46,,,,,,,,,,,,,,,,,
OB,,衣笠 祥雄,1987,内野手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,野村 謙二郎,1998,内野手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,金本 知憲,1990,外野手,,,,1990,,50,,,,,,,,,,,,,,,,,
OB,,山本 浩二,2007,外野手,,,,2007,,33,,,,,,,,,,,,,,,,,
OB,,鈴木 誠也,1981,外野手,,,,1981,,59,,,,,,,,,,,,,,,,,
OB,,前田 智徳,1985,外野手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,西山 秀二,1987,捕手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,栗原 健太,1987,内野手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,正田 耕三,1979,内野手,,,,1979,,61,,,,,,,,,,,,,,,,,
OB,,江藤 智,1949,内野手,,,,1949,,91,,,,,,,,,,,,,,,,,
OB,,髙橋 慶彦,1982,内野手,,,,1982,,58,,,,,,,,,,,,,,,,,
OB,,嶋 重宣,2009,外野手,,,,2009,,31,,,,,,,,,,,,,,,,,
OB,,緒方 孝市,1974,外野手,,,,1974,,66,,,,,,,,,,,,,,,,,
OB,,山崎 隆造,1996,外野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,平松 政次,1986,投手,,,,1986,,54,,,,,,,,,,,,,,,,,
OB,,三浦 大輔,1951,投手,,,,1951,,89,,,,,,,,,,,,,,,,,
OB,,秋山 登,1991,投手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,斉藤 明夫,1999,投手,,,,1999,,41,,,,,,,,,,,,,,,,,
OB,,遠藤 一彦,1992,投手,,,,1992,,48,,,,,,,,,,,,,,,,,
OB,,野村 弘樹,1979,投手,,,,1979,,61,,,,,,,,,,,,,,,,,
OB,,盛田 幸妃,1949,投手,,,,1949,,91,,,,,,,,,,,,,,,,,
OB,,木塚 敦志,1984,投手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,川村 丈夫,1984,投手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,山口 俊,2003,投手,,,,2003,,37,,,,,,,,,,,,,,,,,
OB,,斎藤 隆,1978,投手,,,,1978,,62,,,,,,,,,,,,,,,,,
OB,,佐々木 主浩,1997,投手,,,,1997,,43,,,,,,,,,,,,,,,,,
OB,,谷繁 元信,1983,捕手,,,,1983,,57,,,,,,,,,,,,,,,,,
OB,,松原 誠,1991,内野手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,ローズ,1954,内野手,,,,1954,,86,,,,,,,,,,,,,,,,,
OB,,村田 修一,1974,内野手,,,,1974,,66,,,,,,,,,,,,,,,,,
OB,,石井 琢朗,1971,内野手,,,,1971,,69,,,,,,,,,,,,,,,,,
OB,,鈴木 尚典,1981,外野手,,,,1981,,59,,,,,,,,,,,,,,,,,
OB,,近藤 和彦,1971,外野手,,,,1971,,69,,,,,,,,,,,,,,,,,
OB,,金城 龍彦,1995,外野手,,,,1995,,45,,,,,,,,,,,,,,,,,
OB,,内川 聖一,1995,内野手,,,,1995,,45,,,,,,,,,,,,,,,,,
OB,,相川 亮二,1994,捕手,,,,1994,,46,,,,,,,,,,,,,,,,,
OB,,駒田 徳広,1996,内野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,高木 豊,1979,内野手,,,,1979,,61,,,,,,,,,,,,,,,,,
OB,,田代 富雄,1979,内野手,,,,1979,,61,,,,,,,,,,,,,,,,,
OB,,山下 大輔,1952,内野手,,,,1952,,88,,,,,,,,,,,,,,,,,
OB,,筒香 嘉智,1965,外野手,,,,1965,,75,,,,,,,,,,,,,,,,,
OB,,屋鋪 要,1964,外野手,,,,1964,,76,,,,,,,,,,,,,,,,,
OB,,加藤 博一,1964,外野手,,,,1964,,76,,,,,,,,,,,,,,,,,
OB,,堀内 恒夫,1964,投手,,,,1964,,76,,,,,,,,,,,,,,,,,
OB,,江川 卓,1964,投手,,,,1964,,76,,,,,,,,,,,,,,,,,
OB,,上原 浩治,1971,投手,,,,1971,,69,,,,,,,,,,,,,,,,,
OB,,斎藤 雅樹,1953,投手,,,,1953,,87,,,,,,,,,,,,,,,,,
OB,,槙原 寛己,1986,投手,,,,1986,,54,,,,,,,,,,,,,,,,,
OB,,桑田 真澄,1963,投手,,,,1963,,77,,,,,,,,,,,,,,,,,
OB,,山口 鉄也,1993,投手,,,,1993,,47,,,,,,,,,,,,,,,,,
OB,,鹿取 義隆,1977,投手,,,,1977,,63,,,,,,,,,,,,,,,,,
OB,,角 三男,1983,投手,,,,1983,,57,,,,,,,,,,,,,,,,,
OB,,岡島 秀樹,1960,投手,,,,1960,,80,,,,,,,,,,,,,,,,,
OB,,水野 雄仁,1985,投手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,西村 健太朗,1999,投手,,,,1999,,41,,,,,,,,,,,,,,,,,
OB,,阿部 慎之助,1960,捕手,,,,1960,,80,,,,,,,,,,,,,,,,,
OB,,王 貞治,1991,内野手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,篠塚 利夫,1991,内野手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,長嶋 茂雄,1984,内野手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,坂本 勇人,1957,内野手,,,,1957,,83,,,,,,,,,,,,,,,,,
OB,,清水 隆行,1974,外野手,,,,1974,,66,,,,,,,,,,,,,,,,,
OB,,松井 秀喜,1959,外野手,,,,1959,,81,,,,,,,,,,,,,,,,,
OB,,高橋 由伸,1990,外野手,,,,1990,,50,,,,,,,,,,,,,,,,,
OB,,原 辰徳,1989,内野手,,,,1989,,51,,,,,,,,,,,,,,,,,
OB,,森 昌彦,1965,捕手,,,,1965,,75,,,,,,,,,,,,,,,,,
OB,,川上 哲治,2009,内野手,,,,2009,,31,,,,,,,,,,,,,,,,,
OB,,仁志 敏久,1990,内野手,,,,1990,,50,,,,,,,,,,,,,,,,,
OB,,中畑 清,1999,内野手,,,,1999,,41,,,,,,,,,,,,,,,,,
OB,,二岡 智宏,1986,内野手,,,,1986,,54,,,,,,,,,,,,,,,,,
OB,,ラミレス,1999,外野手,,,,1999,,41,,,,,,,,,,,,,,,,,
OB,,柴田 勲,1983,外野手,,,,1983,,57,,,,,,,,,,,,,,,,,
OB,,吉村 禎章,1965,外野手,,,,1965,,75,,,,,,,,,,,,,,,,,
OB,,金田 正一,1983,投手,,,,1983,,57,,,,,,,,,,,,,,,,,
OB,,松岡 弘,1981,投手,,,,1981,,59,,,,,,,,,,,,,,,,,
OB,,石井 一久,1981,投手,,,,1981,,59,,,,,,,,,,,,,,,,,
OB,,伊藤 智仁,1970,投手,,,,1970,,70,,,,,,,,,,,,,,,,,
OB,,安田 猛,1970,投手,,,,1970,,70,,,,,,,,,,,,,,,,,
OB,,石川 雅規,2002,投手,,,,2002,,38,,,,,,,,,,,,,,,,,
OB,,五十嵐 亮太,1963,投手,,,,1963,,77,,,,,,,,,,,,,,,,,
OB,,石井 弘寿,1984,投手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,松岡 健一,1980,投手,,,,1980,,60,,,,,,,,,,,,,,,,,
OB,,尾花 高夫,1985,投手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,山本 樹,1985,投手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,高津 臣吾,1959,投手,,,,1959,,81,,,,,,,,,,,,,,,,,
OB,,古田 敦也,1964,捕手,,,,1964,,76,,,,,,,,,,,,,,,,,
OB,,ペタジーニ,1989,内野手,,,,1989,,51,,,,,,,,,,,,,,,,,
OB,,山田 哲人,2009,内野手,,,,2009,,31,,,,,,,,,,,,,,,,,
OB,,村上 宗隆,1993,内野手,,,,1993,,47,,,,,,,,,,,,,,,,,
OB,,宮本 慎也,1994,内野手,,,,1994,,46,,,,,,,,,,,,,,,,,
OB,,若松 勉,1975,外野手,,,,1975,,65,,,,,,,,,,,,,,,,,
OB,,青木 宣親,1967,外野手,,,,1967,,73,,,,,,,,,,,,,,,,,
OB,,杉浦 享,1966,外野手,,,,1966,,74,,,,,,,,,,,,,,,,,
OB,,ラミレス,1999,外野手,,,,1999,,41,,,,,,,,,,,,,,,,,
OB,,大矢 明彦,1962,捕手,,,,1962,,78,,,,,,,,,,,,,,,,,
OB,,大杉 勝男,1974,内野手,,,,1974,,66,,,,,,,,,,,,,,,,,
OB,,土橋 勝征,1964,内野手,,,,1964,,76,,,,,,,,,,,,,,,,,
OB,,岩村 明憲,1972,内野手,,,,1972,,68,,,,,,,,,,,,,,,,,
OB,,池山 隆寛,1963,内野手,,,,1963,,77,,,,,,,,,,,,,,,,,
OB,,真中 満,1973,外野手,,,,1973,,67,,,,,,,,,,,,,,,,,
OB,,飯田 哲也,1948,外野手,,,,1948,,92,,,,,,,,,,,,,,,,,
OB,,稲葉 篤紀,1962,外野手,,,,1962,,78,,,,,,,,,,,,,,,,,
OB,,山本 昌広,1986,投手,,,,1986,,54,,,,,,,,,,,,,,,,,
OB,,今中 慎二,1981,投手,,,,1981,,59,,,,,,,,,,,,,,,,,
OB,,川上 憲伸,2014,投手,,,,2014,,26,,,,,,,,,,,,,,,,,
OB,,権藤 博,1973,投手,,,,1973,,67,,,,,,,,,,,,,,,,,
OB,,杉下 茂,1984,投手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,星野 仙一,1997,投手,,,,1997,,43,,,,,,,,,,,,,,,,,
OB,,浅尾 拓也,1997,投手,,,,1997,,43,,,,,,,,,,,,,,,,,
OB,,落合 英二,1972,投手,,,,1972,,68,,,,,,,,,,,,,,,,,
OB,,平井 正史,1972,投手,,,,1972,,68,,,,,,,,,,,,,,,,,
OB,,ギャラード,1992,投手,,,,1992,,48,,,,,,,,,,,,,,,,,
OB,,高橋 聡文,1973,投手,,,,1973,,67,,,,,,,,,,,,,,,,,
OB,,岩瀬 仁紀,1990,投手,,,,1990,,50,,,,,,,,,,,,,,,,,
OB,,谷繁 元信,1959,捕手,,,,1959,,81,,,,,,,,,,,,,,,,,
OB,,落合 博満,1963,内野手,,,,1963,,77,,,,,,,,,,,,,,,,,
OB,,高木 守道,1985,内野手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,立浪 和義,1978,内野手,,,,1978,,62,,,,,,,,,,,,,,,,,
OB,,井端 弘和,1949,内野手,,,,1949,,91,,,,,,,,,,,,,,,,,
OB,,田尾 安志,2004,外野手,,,,2004,,36,,,,,,,,,,,,,,,,,
OB,,中 利夫,1982,外野手,,,,1982,,58,,,,,,,,,,,,,,,,,
OB,,福留 孝介,1984,外野手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,T.ウッズ,1989,内野手,,,,1989,,51,,,,,,,,,,,,,,,,,
OB,,木俣 達彦,1987,捕手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,谷沢 健一,1981,内野手,,,,1981,,59,,,,,,,,,,,,,,,,,
OB,,荒木 雅博,2001,内野手,,,,2001,,39,,,,,,,,,,,,,,,,,
OB,,大島 康徳,1989,内野手,,,,1989,,51,,,,,,,,,,,,,,,,,
OB,,宇野 勝,1994,内野手,,,,1994,,46,,,,,,,,,,,,,,,,,
OB,,和田 一浩,1950,外野手,,,,1950,,90,,,,,,,,,,,,,,,,,
OB,,大島 洋平,2001,外野手,,,,2001,,39,,,,,,,,,,,,,,,,,
OB,,江藤 慎一,1982,外野手,,,,1982,,58,,,,,,,,,,,,,,,,,
OB,,野田 浩司,1996,投手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,山本 由伸,1954,投手,,,,1954,,86,,,,,,,,,,,,,,,,,
OB,,長谷川 滋利,1984,投手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,星野 伸之,1996,投手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,佐藤 義則,1991,投手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,金子 千尋,1990,投手,,,,1990,,50,,,,,,,,,,,,,,,,,
OB,,鈴木 平,1989,投手,,,,1989,,51,,,,,,,,,,,,,,,,,
OB,,佐藤 達也,1986,投手,,,,1986,,54,,,,,,,,,,,,,,,,,
OB,,大久保 勝信,1968,投手,,,,1968,,72,,,,,,,,,,,,,,,,,
OB,,平井 正史,1991,投手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,加藤 大輔,1991,投手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,岸田 護,1990,投手,,,,1990,,50,,,,,,,,,,,,,,,,,
OB,,中嶋 聡,2011,捕手,,,,2011,,29,,,,,,,,,,,,,,,,,
OB,,ブーマー,1976,内野手,,,,1976,,64,,,,,,,,,,,,,,,,,
OB,,後藤 光尊,1976,内野手,,,,1976,,64,,,,,,,,,,,,,,,,,
OB,,松永 浩美,1998,内野手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,小川 博文,1963,内野手,,,,1963,,77,,,,,,,,,,,,,,,,,
OB,,田口 壮,1996,外野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,谷 佳知,1959,外野手,,,,1959,,81,,,,,,,,,,,,,,,,,
OB,,イチロー,1996,外野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,吉田 正尚,1983,外野手,,,,1983,,57,,,,,,,,,,,,,,,,,
OB,,日高 剛,1999,捕手,,,,1999,,41,,,,,,,,,,,,,,,,,
OB,,藤井 康雄,1991,外野手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,福良 淳一,1992,内野手,,,,1992,,48,,,,,,,,,,,,,,,,,
OB,,本西 厚博,1992,外野手,,,,1992,,48,,,,,,,,,,,,,,,,,
OB,,塩崎 真,1968,内野手,,,,1968,,72,,,,,,,,,,,,,,,,,
OB,,T-岡田,1968,外野手,,,,1968,,72,,,,,,,,,,,,,,,,,
OB,,糸井 嘉男,1987,外野手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,石嶺 和彦,1952,外野手,,,,1952,,88,,,,,,,,,,,,,,,,,
OB,,村田 兆治,1990,投手,,,,1990,,50,,,,,,,,,,,,,,,,,
OB,,木樽 正明,1970,投手,,,,1970,,70,,,,,,,,,,,,,,,,,
OB,,黒木 知宏,2000,投手,,,,2000,,40,,,,,,,,,,,,,,,,,
OB,,成瀬 善久,2002,投手,,,,2002,,38,,,,,,,,,,,,,,,,,
OB,,渡辺 俊介,1996,投手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,小宮山 悟,1994,投手,,,,1994,,46,,,,,,,,,,,,,,,,,
OB,,清水 直行,1969,投手,,,,1969,,71,,,,,,,,,,,,,,,,,
OB,,伊良部 秀輝,1986,投手,,,,1986,,54,,,,,,,,,,,,,,,,,
OB,,益田 直也,1987,投手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,薮田 安彦,1984,投手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,藤田 宗一,1981,投手,,,,1981,,59,,,,,,,,,,,,,,,,,
OB,,小林 雅英,1968,投手,,,,1968,,72,,,,,,,,,,,,,,,,,
OB,,里崎 智也,1951,捕手,,,,1951,,89,,,,,,,,,,,,,,,,,
OB,,福浦 和也,1941,内野手,,,,1941,,99,,,,,,,,,,,,,,,,,
OB,,落合 博満,1996,内野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,有藤 道世,2001,内野手,,,,2001,,39,,,,,,,,,,,,,,,,,
OB,,西岡 剛,1981,内野手,,,,1981,,59,,,,,,,,,,,,,,,,,
OB,,山内 和弘,1981,外野手,,,,1981,,59,,,,,,,,,,,,,,,,,
OB,,西村 徳文,1962,外野手,,,,1962,,78,,,,,,,,,,,,,,,,,
OB,,サブロー,1977,外野手,,,,1977,,63,,,,,,,,,,,,,,,,,
OB,,榎本 喜八,1991,内野手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,袴田 英利,1989,捕手,,,,1989,,51,,,,,,,,,,,,,,,,,
OB,,レオン,1985,内野手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,山崎 裕之,2001,内野手,,,,2001,,39,,,,,,,,,,,,,,,,,
OB,,初芝 清,2000,内野手,,,,2000,,40,,,,,,,,,,,,,,,,,
OB,,小坂 誠,1988,内野手,,,,1988,,52,,,,,,,,,,,,,,,,,
OB,,角中 勝也,1980,外野手,,,,1980,,60,,,,,,,,,,,,,,,,,
OB,,弘田 澄男,1983,外野手,,,,1983,,57,,,,,,,,,,,,,,,,,
OB,,リー,2001,外野手,,,,2001,,39,,,,,,,,,,,,,,,,,
OB,,斉藤 和巳,1975,投手,,,,1975,,65,,,,,,,,,,,,,,,,,
OB,,若田部 健一,1999,投手,,,,1999,,41,,,,,,,,,,,,,,,,,
OB,,工藤 公康,1975,投手,,,,1975,,65,,,,,,,,,,,,,,,,,
OB,,杉内 俊哉,1997,投手,,,,1997,,43,,,,,,,,,,,,,,,,,
OB,,和田 毅,1970,投手,,,,1970,,70,,,,,,,,,,,,,,,,,
OB,,攝津 正,1993,投手,,,,1993,,47,,,,,,,,,,,,,,,,,
OB,,五十嵐 亮太,1989,投手,,,,1989,,51,,,,,,,,,,,,,,,,,
OB,,千賀 滉大,1993,投手,,,,1993,,47,,,,,,,,,,,,,,,,,
OB,,篠原 貴行,1980,投手,,,,1980,,60,,,,,,,,,,,,,,,,,
OB,,森福 允彦,1986,投手,,,,1986,,54,,,,,,,,,,,,,,,,,
OB,,吉田 修司,1995,投手,,,,1995,,45,,,,,,,,,,,,,,,,,
OB,,馬原 孝浩,1964,投手,,,,1964,,76,,,,,,,,,,,,,,,,,
OB,,城島 健司,1972,捕手,,,,1972,,68,,,,,,,,,,,,,,,,,
OB,,内川 聖一,1976,外野手,,,,1976,,64,,,,,,,,,,,,,,,,,
OB,,井口 資仁,1976,内野手,,,,1976,,64,,,,,,,,,,,,,,,,,
OB,,小久保 裕紀,1998,内野手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,川﨑 宗則,1992,内野手,,,,1992,,48,,,,,,,,,,,,,,,,,
OB,,村松 有人,1996,外野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,柳田 悠岐,1986,外野手,,,,1986,,54,,,,,,,,,,,,,,,,,
OB,,佐々木 誠,2008,外野手,,,,2008,,32,,,,,,,,,,,,,,,,,
OB,,カズ山本,1975,外野手,,,,1975,,65,,,,,,,,,,,,,,,,,
OB,,吉永 幸一郎,1991,捕手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,藤本 博史,1935,内野手,,,,1935,,105,,,,,,,,,,,,,,,,,
OB,,本多 雄一,1980,内野手,,,,1980,,60,,,,,,,,,,,,,,,,,
OB,,松田 宣浩,1988,内野手,,,,1988,,52,,,,,,,,,,,,,,,,,
OB,,今宮 健太,1965,内野手,,,,1965,,75,,,,,,,,,,,,,,,,,
OB,,中村 晃,1997,外野手,,,,1997,,43,,,,,,,,,,,,,,,,,
OB,,柴原 洋,2000,外野手,,,,2000,,40,,,,,,,,,,,,,,,,,
OB,,長谷川 勇也,2004,外野手,,,,2004,,36,,,,,,,,,,,,,,,,,
OB,,岩隈 久志,2004,投手,,,,2004,,36,,,,,,,,,,,,,,,,,
OB,,田中 将大,1987,投手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,永井 怜,1990,投手,,,,1990,,50,,,,,,,,,,,,,,,,,
OB,,涌井 秀章,1992,投手,,,,1992,,48,,,,,,,,,,,,,,,,,
OB,,則本 昂大,2000,投手,,,,2000,,40,,,,,,,,,,,,,,,,,
OB,,美馬 学,1955,投手,,,,1955,,85,,,,,,,,,,,,,,,,,
OB,,青山 浩二,1952,投手,,,,1952,,88,,,,,,,,,,,,,,,,,
OB,,福山 博之,1988,投手,,,,1988,,52,,,,,,,,,,,,,,,,,
OB,,斎藤 隆,1960,投手,,,,1960,,80,,,,,,,,,,,,,,,,,
OB,,長谷部 康平,1981,投手,,,,1981,,59,,,,,,,,,,,,,,,,,
OB,,小山 伸一郎,1996,投手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,松井 裕樹,1968,投手,,,,1968,,72,,,,,,,,,,,,,,,,,
OB,,嶋 基宏,1965,捕手,,,,1965,,75,,,,,,,,,,,,,,,,,
OB,,吉岡 雄二,1967,内野手,,,,1967,,73,,,,,,,,,,,,,,,,,
OB,,藤田 一也,1989,内野手,,,,1989,,51,,,,,,,,,,,,,,,,,
OB,,マギー,1992,内野手,,,,1992,,48,,,,,,,,,,,,,,,,,
OB,,渡辺 直人,1962,内野手,,,,1962,,78,,,,,,,,,,,,,,,,,
OB,,鉄平,1959,外野手,,,,1959,,81,,,,,,,,,,,,,,,,,
OB,,聖澤 諒,2001,外野手,,,,2001,,39,,,,,,,,,,,,,,,,,
OB,,礒部 公一,1998,外野手,,,,1998,,42,,,,,,,,,,,,,,,,,
